Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Injuries
20030701X00977,Accident,SEA03LA118,2003-06-26,"NEWBERG, OR",United States,45.323611,-123.054444,17S,CHEHALEM AIRPARK,Fatal(1),Substantial,,N1424,HERRIN,HORNET,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,01-09-2004,1.0
20030707X01025,Accident,NYC03TA138,2003-06-26,"PEARISBURG, VA",United States,37.260278,-80.807222,,,Non-Fatal,Substantial,Airplane,N4506L,AIR TRACTOR,402A,No,1.0,Turbo Prop,Public Use,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,22-01-2014,0.0
20030714X01079,Accident,NYC03LA137,2003-06-26,"WILLIAMSON, NY",United States,43.083333,-77.120278,3G7,Williamson-Sodus Airport,Non-Fatal,Substantial,,N8517G,CESSNA,150F,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,01-09-2004,0.0
20030702X01005,Accident,MIA03FA135,2003-06-26,"N. FORT MYERS, FL",United States,26.744722,-81.935,,,Fatal(2),Substantial,,N749AA,CESSNA,414,No,2.0,Reciprocating,,,Personal,,2.0,1.0,1.0,0.0,VMC,Approach,Probable Cause,25-04-2006,4.0
20030701X00987,Accident,LAX03LA213,2003-06-26,"HOLLISTER, CA",United States,36.893333,-121.410278,,,Non-Fatal,Substantial,,N104JM,MCANALLY,GLASAIR JM-1,Yes,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-10-2004,2.0
20030730X01229,Accident,LAX03LA212,2003-06-26,"KUALAPUU, HI",United States,21.116667,-157.1,,,Non-Fatal,Substantial,,N633WA,HUGHES,369D,No,1.0,Turbo Shaft,,,Other Work Use,,0.0,1.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2004,1.0
20030702X01013,Accident,LAX03LA211,2003-06-26,"CORONA, CA",United States,33.868889,-117.518056,,,Non-Fatal,Substantial,,N164JR,PIETERSE,KITFOX 2,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,28-12-2004,0.0
20030715X01107,Accident,NYC03FA136,2003-06-26,"Harned, KY",United States,37.733056,-86.396389,,,Fatal(2),Destroyed,,N8953M,BEECH,35-B33,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,30-06-2004,2.0
20030731X01244,Accident,SEA03CA119,2003-06-27,"GOODING, ID",United States,42.916945,-114.765,GNG,GOODING MUNI,Non-Fatal,Substantial,Airplane,N2825X,CESSNA,P206,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20030701X00996,Accident,NYC03LA144,2003-06-27,"NEWCOMERSTOWN, OH",United States,40.365278,-81.571945,NONE,ARTH (Private),Non-Fatal,Substantial,,N9067A,CESSNA,170A,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,02-03-2004,2.0
20030715X01108,Accident,NYC03LA140,2003-06-27,"POINT PLEASANT, WV",United States,38.914444,-82.098333,3I2,Mason County Airport,Non-Fatal,Substantial,,N7570E,CHAMPION,7EC,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,28-10-2004,2.0
20030819X01361,Accident,IAD03CA061,2003-06-27,"NASHUA, NH",United States,42.781667,-71.514722,,,Non-Fatal,Substantial,Helicopter,N185MH,ROBINSON,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,25-11-2003,0.0
20030703X01015,Accident,DEN03LA112,2003-06-27,"GLENDO, WY",United States,42.500278,-104.818056,,,Non-Fatal,Substantial,,N4406S,AIR TRACTOR,AT-301,No,1.0,Reciprocating,,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,25-11-2003,0.0
20030827X01420,Accident,CHI03LA290,2003-06-27,"ROMEO, MI",United States,42.796944,-82.975278,D98,Romeo State Airport,Non-Fatal,Substantial,,N739NW,CESSNA,172N,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,0.0
20030701X00984,Accident,CHI03LA184,2003-06-27,"SANDUSKY, MI",United States,43.456389,-82.839722,,,Non-Fatal,Substantial,,N8413D,BELL,47G-5A,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,25-11-2003,0.0
20030702X01007,Accident,CHI03LA185,2003-06-27,"Elk Mound, WI",United States,44.806667,-91.686666,,,Non-Fatal,Destroyed,,N62417,HILLER,UH-12E,No,1.0,Reciprocating,,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,25-11-2003,1.0
20030701X00994,Accident,SEA03LA120,2003-06-28,"MOSES LAKE, WA",United States,47.133333,-119.246666,W20,Moses Lake Muni,Non-Fatal,Substantial,,N8070,MAULE,M-5-235C,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20030701X00993,Accident,SEA03FA121,2003-06-28,"VAIL, WA",United States,46.856944,-122.6575,8WA0,Flying B,Fatal(1),Substantial,,N6596X,LAMB (VANS),RV-4,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,30-03-2004,1.0
20031009X01686,Accident,NYC03LA159,2003-06-28,"TAUNTON, MA",United States,41.874167,-71.016389,TAN,Taunton Municipal Airport,Non-Fatal,Substantial,,N2030U,MAULE,M-4-220C,No,1.0,Reciprocating,,,Instructional,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,28-10-2004,0.0
20030701X00986,Accident,LAX03LA214,2003-06-28,"MT. CHARLESTON, NV",United States,36.257778,-115.648889,,,Non-Fatal,Substantial,,N6182U,CESSNA,152,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2004,1.0
20030728X01204,Accident,LAX03CA215,2003-06-28,"PRESCOTT, AZ",United States,34.583333,-112.3,,,Non-Fatal,Substantial,Helicopter,N332MD,ROBINSON,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,30-09-2003,0.0
20030728X01206,Accident,IAD03CA060,2003-06-28,"ATLANTIC CITY, NJ",United States,39.36,-74.46,,,Non-Fatal,Substantial,Airplane,N4133Y,BELLANCA,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,,Other Work Use,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,30-09-2003,1.0
20030701X00991,Accident,FTW03CA180,2003-06-28,"VEGA, TX",United States,35.231945,-102.398889,E52,OLDHAM COUNTY,Non-Fatal,Substantial,Airplane,N7501H,SCHWEIZER,G-164B,No,1.0,Reciprocating,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20030714X01086,Accident,DEN03LA127,2003-06-28,"OGDEN, UT",United States,41.191111,-112.006944,OGD,Odgen-Hinkley Airport,Non-Fatal,Substantial,,N8547P,PIPER,PA-24-260,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20030701X00989,Accident,DEN03LA115,2003-06-28,"BOUNTIFUL, UT",United States,40.868056,-111.927223,BTF,Bountiful-Skypark,Non-Fatal,Substantial,,N3623U,SCHWEIZER,269C,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,30-12-2003,0.0
20030718X01143,Accident,CHI03LA211,2003-06-28,"MARCELINE, MO",United States,39.77,-93.0125,,,Non-Fatal,Substantial,,,QUICKSILVER,MXL II,No,,,,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,24-02-2005,2.0
20030702X01002,Accident,ANC03LA063,2003-06-28,"PILOT POINT, AK",United States,57.633056,-155.731389,,,Non-Fatal,Substantial,,N9897Y,CHAMPION,7GCB,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-12-2003,0.0
20030702X01001,Accident,ANC03LA062,2003-06-28,"GOODNEWS, AK",United States,59.1175,-161.5775,GNU,GOODNEWS,Non-Fatal,Substantial,,N512FS,SWEARINGEN,SA-226T,No,2.0,Turbo Prop,,NSCH,,,0.0,0.0,2.0,8.0,VMC,Approach,Probable Cause,30-12-2003,2.0
20030701X00988,Accident,DEN03FA114,2003-06-28,"Fort Collins, CO",United States,40.587777,-105.040833,3V5,Fort Collins Downtown Airpark,Fatal(2),Destroyed,,N29PT,STUGART,VANS RV-6A,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,30-12-2003,2.0
20030701X00990,Accident,DEN03FA113,2003-06-28,"Ellicott, CO",United States,38.872778,-104.411667,A50,Colo Springs East Airport,Fatal(1),Destroyed,,N80T,MATTISON,STARDUSTER TOO,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,30-12-2003,1.0
20030707X01023,Accident,NYC03LA141,2003-06-29,"BRANDY STATION, VA",United States,38.526667,-77.858611,CRJ,Culpepper Regional Airport,Non-Fatal,Substantial,,N2741C,CESSNA,170B,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,29-07-2004,0.0
20030714X01077,Accident,NYC03LA139,2003-06-29,"WHITE MARSH, MD",United States,39.3625,-76.449722,MTN,MARTIN STATE,Non-Fatal,Substantial,,N5138G,CESSNA,172K,No,1.0,Reciprocating,,,Personal,,0.0,0.0,3.0,0.0,VMC,Cruise,Probable Cause,30-06-2004,3.0
20030708X01043,Accident,LAX03LA216,2003-06-29,"CAREFREE, AZ",United States,33.818056,-111.897777,,,Non-Fatal,Substantial,,N3826Y,CESSNA,210D,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,28-12-2004,2.0
20030707X01019,Accident,DEN03LA118,2003-06-29,"DURANGO, CO",United States,37.15,-107.75,5CO0,Durango-Animas Air Park,Non-Fatal,Substantial,,N8264M,CESSNA,210K,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,25-11-2003,1.0
20030707X01022,Accident,CHI03LA193,2003-06-29,"PLYMOUTH, IN",United States,41.365,-86.300278,C65,Plymouth Municipal Airport,Non-Fatal,Substantial,,N3832R,CESSNA,172H,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,30-12-2003,0.0
20030703X01017,Accident,CHI03LA189,2003-06-29,"ALTUS, AR",United States,34.567778,-99.351111,,,Non-Fatal,Substantial,,N1878,BOWERS,FLY BABY,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,01-09-2004,1.0
20030703X01016,Accident,CHI03LA188,2003-06-29,"BRAZIL, IN",United States,39.476667,-87.099722,0I2,BRAZIL CLAY COUNTY,Non-Fatal,Substantial,,N1660H,PIPER,PA-28-161,No,1.0,Reciprocating,,,Business,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,02-06-2004,0.0
20030702X01009,Accident,ANC03LA064,2003-06-29,"KETCHIKAN, AK",United States,55.913889,-131.576111,,,Non-Fatal,Substantial,,N48061,CESSNA,185,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,30-12-2003,2.0
20030909X01484,Accident,WAS03WA018,2003-06-30,"CHUNG CHEONG, KOREA, REPUBLIC OF","Korea, Republic Of",33.358056,126.523889,,,Non-Fatal,Substantial,,,HUGHES,369D,No,,,,NSCH,,,0.0,0.0,1.0,0.0,VMC,,Foreign,09-09-2003,1.0
20030701X00985,Accident,LAX03LA218,2003-06-30,"HENDERSON, NV",United States,35.972778,-115.135277,HND,Henderson,Non-Fatal,Substantial,,N9544T,CESSNA,210,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,28-12-2004,0.0
20030722X01173,Accident,LAX03CA220,2003-06-30,"CHANDLER, AZ",United States,33.2,-111.983333,,,Non-Fatal,Substantial,Helicopter,N7508E,ROBINSON,R22 BETA,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,30-09-2003,0.0
20030722X01174,Accident,LAX03CA219,2003-06-30,"ST. JOHNS, AZ",United States,34.816667,-109.4,SJN,St. Johns Industrial Airport,Non-Fatal,Substantial,Airplane,N6216M,STINSON,108-3,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,30-09-2003,0.0
20030701X00973,Accident,CHI03LA186,2003-06-30,"DOUGLASS, KS",United States,37.481389,-97.011944,SN52,Pilot Point,Non-Fatal,Substantial,,N564B,BEECH,A35,No,1.0,Reciprocating,,,Personal,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,30-12-2003,2.0
20030707X01027,Accident,ATL03LA113,2003-06-30,"Gadsden, AL",United States,33.9725,-86.088889,KGAD,Gadsden Municipal,Fatal(1),Destroyed,,N8125R,AERO VODOCHODY AERO WORKS,L39C,No,1.0,Turbo Fan,,,Personal,,1.0,0.0,0.0,0.0,IMC,Takeoff,Probable Cause,29-07-2004,1.0
20030708X01036,Accident,NYC03LA145,2003-07-01,"DE LANCEY, NY",United States,42.225278,-74.962778,NONE,Bishop Airstrip,Non-Fatal,Substantial,,N1084B,MOONEY,M20J,No,1.0,Reciprocating,,,Positioning,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-07-2004,0.0
20030718X01140,Accident,MIA03LA139,2003-07-01,"SEBASTIAN, FL",United States,27.816667,-80.683333,,,Non-Fatal,Substantial,,N51576,SAMUAL G. DASILVA,VELOCITY,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,28-10-2004,2.0
20030710X01055,Accident,MIA03LA138,2003-07-01,"BELLE GLADE, FL",United States,26.8,-80.533333,,,Non-Fatal,Substantial,,N82120,WSK PZL MIELEC,M-18A,No,1.0,Reciprocating,,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,28-04-2004,0.0
20030822X01380,Accident,FTW03LA200,2003-07-01,"SAN ANTONIO, TX",United States,29.452222,-98.781111,8T8,San Geronimo Airpark,Non-Fatal,Substantial,,N84426,CHAMPION,7AC,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,1.0,VMC,Maneuvering,Probable Cause,25-11-2003,1.0
20030707X01020,Accident,DEN03LA117,2003-07-01,"ENGLEWOOD, CO",United States,39.567223,-104.85,APA,Centennial Airport,Non-Fatal,Substantial,,N2686W,MOONEY,M20C,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20030707X01021,Accident,CHI03LA194,2003-07-01,"ROSCOMMON, MI",United States,44.485,-84.711944,,,Non-Fatal,Substantial,,N172DE,CESSNA,172M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,02-03-2004,1.0
20030709X01045,Accident,CHI03LA190,2003-07-01,"EVELETH, MN",United States,47.459722,-92.476667,9Y5,SKY HARBOR,Non-Fatal,Substantial,,N30CM,CESSNA,A185F,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,01-09-2004,0.0
20030707X01030,Accident,DEN03LA119,2003-07-01,"Rio Rancho, NM",United States,35.35,-106.621667,,,Non-Fatal,,,N360E,EAGLE BALLOONS CORP.,C-7,No,,,,,Personal,,0.0,1.0,0.0,1.0,VMC,Landing,Probable Cause,25-11-2003,1.0
20030731X01237,Accident,NYC03LA147,2003-07-02,"WEST LIBERTY, OH",United States,40.263333,-83.773889,NONE,NONE,Non-Fatal,Substantial,,N7001Z,ROBINSON,R-22,No,1.0,Reciprocating,,,Instructional,,0.0,1.0,0.0,1.0,VMC,Maneuvering,Probable Cause,28-10-2004,1.0
20030717X01121,Accident,NYC03LA146,2003-07-02,"LINDEN, NJ",United States,40.617223,-74.244444,LDJ,Linden Airport,Non-Fatal,Substantial,,N314TM,CESSNA,172N,No,1.0,Reciprocating,,,Positioning,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,28-04-2004,1.0
20030714X01088,Accident,DEN03LA116,2003-07-02,"ASPEN, CO",United States,39.227223,-106.870278,ASE,Pitkin County Airport,Non-Fatal,Substantial,,N761XE,CESSNA,T210M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,25-11-2003,0.0
20030710X01064,Accident,CHI03LA196,2003-07-02,"LANSING, IL",United States,41.54,-87.532223,IGQ,Lansing Municipal Airport,Non-Fatal,Substantial,,N52L,BELL,206B3,No,1.0,Turbo Shaft,,,Business,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,01-09-2004,0.0
20030709X01044,Accident,CHI03LA191,2003-07-02,"LUDINGTON, MI",United States,43.9625,-86.407778,LDM,Manson County Airport,Non-Fatal,Substantial,,N89360,CESSNA,140,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,0.0
20030703X01018,Accident,CHI03LA187,2003-07-02,"WINAMAC, IN",United States,41.093333,-86.655556,,,Non-Fatal,Substantial,,N6315P,PIPER,PA-24,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,02-03-2004,0.0
20030710X01056,Accident,ATL03FA115,2003-07-02,"MEMPHIS, TN",United States,35.027778,-89.973889,KMEM,Memphis International Airport,Fatal(2),Substantial,,N36TL,BEECH,58P,No,2.0,Reciprocating,,,Personal,,2.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,07-07-2005,4.0
20031205X02003,Accident,SEA03LA202,2003-07-03,"JEROME, ID",United States,42.716667,-114.461944,JER,Jerome County,Non-Fatal,Substantial,,N2869D,NORTH AMERICAN,P-51D,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,02-06-2004,0.0
20030805X01269,Accident,NYC03CA149,2003-07-03,"BLOCK ISLAND, RI",United States,41.166667,-71.567778,,,Non-Fatal,Substantial,Airplane,N540Q,BEECH,BE36,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,IMC,Landing,Probable Cause,25-11-2003,0.0
20030903X01439,Accident,FTW03WA183,2003-07-03,"BAHIA BALLENA, COSTA RICA",Costa Rica,10.116667,-83.55,,,Non-Fatal,Substantial,Airplane,,CESSNA,208B,No,,,"Non-U.S., Commercial",SCHD,,,0.0,0.0,13.0,0.0,VMC,,Foreign,,13.0
20030708X01037,Accident,ATL03LA117,2003-07-03,"HENDERSONVILLE, TN",United States,36.380556,-86.413889,,,Non-Fatal,Substantial,,N6088M,STINSON,108-3,No,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,25-11-2003,2.0
20030708X01035,Accident,ATL03LA116,2003-07-03,"Lincoln, AL",United States,33.612778,-86.117778,,,Fatal(1),Destroyed,,N197DE,BUTLER,BOWERS FLY BABY 1A,Yes,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,30-03-2004,1.0
20030714X01089,Accident,ANC03FA066,2003-07-03,"Sitka, AK",United States,57.097777,-135.368889,,,Fatal(5),Destroyed,,N777DX,CESSNA,421C,No,2.0,Reciprocating,,,Personal,,5.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,29-09-2004,5.0
20030714X01099,Accident,SEA03LA128,2003-07-04,"RENTON, WA",United States,47.491666,-122.215,RNT,RENTON MUNI,Non-Fatal,Substantial,,N201DV,MOONEY,M20-J,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,30-03-2004,0.0
20030714X01098,Accident,SEA03LA127,2003-07-04,"HEADQUARTERS, ID",United States,46.619167,-115.83,,,Non-Fatal,Substantial,,N3380G,LOCKHEED,402-2,No,1.0,Reciprocating,,,Personal,,0.0,0.0,3.0,0.0,VMC,Approach,Probable Cause,25-11-2003,3.0
20030714X01095,Accident,SEA03FA124,2003-07-04,"EAST WENATCHEE, WA",United States,47.453333,-120.273056,,,Fatal(1),Substantial,Airplane,N279WP,BEECH,A36TC,No,1.0,Turbo Prop,Part 91: General Aviation,,Personal,,1.0,1.0,1.0,0.0,VMC,Cruise,Probable Cause,01-07-2009,3.0
20030712X01075,Accident,LAX03FA207,2003-07-04,"TRUCKEE, CA",United States,39.316667,-120.133333,TRK,Truckee-Tahoe Airport,Fatal(1),Substantial,,N78053,GLOBE,GC-1B,No,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,27-10-2005,2.0
20030711X01074,Accident,ANC03LA069,2003-07-04,"SELDOVIA, AK",United States,59.448611,-151.706667,SOV,Seldovia,Non-Fatal,Substantial,,N63541,CESSNA,172,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,30-12-2003,0.0
20030714X01097,Accident,SEA03LA125,2003-07-04,"La Grande, OR",United States,45.316667,-117.866667,,,Non-Fatal,Destroyed,,N37799,SIKORSKY,UH-19D,No,1.0,Reciprocating,,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,02-06-2004,0.0
20030714X01094,Accident,SEA03FA123,2003-07-04,"Yellow Pine, ID",United States,44.852222,-115.501111,3U2,JOHNSON CREEK,Fatal(3),Destroyed,,N254M,BEECH,A24-R,No,1.0,Reciprocating,,,Personal,,3.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-04-2004,3.0
20030712X01076,Accident,LAX03FA224,2003-07-04,"Saugus, CA",United States,34.533056,-118.424445,,,Fatal(1),Destroyed,,N129JB,CESSNA,182Q,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,28-12-2004,1.0
20030714X01101,Accident,CHI03LA208,2003-07-04,"Battle Creek, MI",United States,42.234722,-85.551944,,,Non-Fatal,,,N8085G,CAMERON BALLOONS,O-77,No,,,,,Personal,,0.0,1.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,1.0
20030710X01063,Accident,CHI03LA197,2003-07-04,"Wessington Spri, SD",United States,44.0625,-98.511111,PVT,Wessington Springs Airport,Non-Fatal,Destroyed,,N7256M,CESSNA,175,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,25-11-2003,0.0
20030714X01100,Accident,SEA03LA130,2003-07-05,"ESSEX, MT",United States,48.079445,-113.244722,8U2,Schafer (USFS),Non-Fatal,Substantial,,N761QN,CESSNA,T210M,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,02-03-2004,0.0
20030730X01225,Accident,SEA03LA129,2003-07-05,"ATHOL, ID",United States,47.901111,-116.728611,,,Non-Fatal,Substantial,,N3367F,CESSNA,182J,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,28-10-2004,0.0
20030716X01118,Accident,NYC03LA150,2003-07-05,"BLOCK ISLAND, RI",United States,41.168056,-71.577778,BID,BLOCK ISLAND STATE,Non-Fatal,Substantial,,N1966L,GRUMMAN AMERICAN,AA5B,No,1.0,Reciprocating,,,Personal,,0.0,0.0,4.0,0.0,VMC,Approach,Probable Cause,01-09-2004,4.0
20030715X01111,Accident,LAX03LA225,2003-07-05,"TEMPLE BAR, AZ",United States,36.065278,-114.460278,,,Non-Fatal,Substantial,,N2273A,AMERICAN EUROCOPTER,AS350BA,No,1.0,Turbo Shaft,,NSCH,,Sundance Helicopters Inc.,0.0,0.0,4.0,3.0,VMC,Cruise,Probable Cause,01-09-2004,4.0
20030708X01038,Accident,DEN03LA120,2003-07-05,"DURANGO, CO",United States,37.203333,-107.867223,,,Non-Fatal,Substantial,,N78DR,CONN,VANS RV-4,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Cruise,Probable Cause,30-12-2003,1.0
20030710X01065,Accident,CHI03LA199,2003-07-05,"OKOBOJO, SD",United States,44.763611,-100.721945,,,Non-Fatal,Substantial,,N700KY,AVIAT,A-1B,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,05-02-2004,0.0
20030708X01031,Accident,CHI03LA195,2003-07-05,"RICHMOND, IN",United States,34.757222,-84.842777,RID,Richmond Municipal Airport,Non-Fatal,Substantial,,N124TR,RUMINSKI,ULTRA PUP,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,02-03-2004,0.0
20030805X01268,Accident,NYC03FA148,2003-07-05,"Middlesboro, KY",United States,36.625834,-83.679445,1A6,Middlesboro Airport,Fatal(2),Destroyed,,N205,BEECH,F-35,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Descent,Probable Cause,28-12-2004,2.0
20030723X01176,Accident,MIA03WA137,2003-07-05,"Estancia, Paraguay",Paraguay,-21.6275,-59.586111,,,Fatal(2),Destroyed,,,PIPER,PA-34-220T,No,2.0,Reciprocating,,NSCH,,,2.0,1.0,0.0,0.0,VMC,,Foreign,23-07-2003,3.0
20030717X01128,Accident,MIA03WA136,2003-07-05,"Uriman, Venezuela",Venezuela,5.366667,-62.616667,,,Fatal(1),Destroyed,,,CESSNA,182,No,,,,,Personal,,1.0,0.0,0.0,0.0,IMC,,Foreign,17-07-2003,1.0
20030708X01041,Accident,DEN03LA121,2003-07-05,"Manti, UT",United States,39.318611,-111.6025,,,Non-Fatal,Destroyed,,N6687,PRINGLE,RANS S-7 COURER,Yes,1.0,Reciprocating,,,Personal,,0.0,1.0,1.0,0.0,VMC,Maneuvering,Probable Cause,25-11-2003,2.0
20030710X01061,Accident,CHI03LA201,2003-07-05,"Tomah, WI",United States,45.939444,-90.578056,,,Fatal(2),Destroyed,,N216ST,MCILRAITH,SEA REY,Yes,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,03-12-2004,2.0
20030714X01096,Accident,SEA03LA126,2003-07-06,"ALSEA, OR",United States,44.366667,-123.583333,,,Non-Fatal,Substantial,,N102DR,DRUCKMAN,102,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,30-12-2003,0.0
